e, e_dot, e_int, stamp, 
0.21109333322157425, 0.0, 0.042218666644314846, 1701297932440059885, 
0.21109337675032544, 1.4509583728949949e-07, 0.042218669546231595, 1701297932535232496, 
0.21109337675056966, 1.450966513605323e-07, 0.042218672448164615, 1701297932626168855, 
0.21109337675074025, 1.382690258585247e-12, 0.04221867535010902, 1701297932727062291, 
0.21109246266078796, -3.046965939002e-06, 0.04221861441080653, 1701297932836101997, 
0.20855253587275632, -0.008469469593279747, 0.0420492250189523, 1701297932934065048, 
0.20547490609025781, -0.01872518856843382, 0.041674660308253474, 1701297933030195707, 
0.13783599540746824, -0.23572180155096026, 0.03679089582469883, 1701297933140071786, 
0.13068601130950908, -0.2492963159358291, 0.031599794187149005, 1701297933241173461, 
0.12041374373515554, -0.05807417224104235, 0.025929050030142193, 1701297933332050869, 
0.11105929844875598, -0.06542237620251033, 0.02414393689956137, 1701297933430195069, 
0.09976421092784643, -0.06883177602436369, 0.022082483540783862, 1701297933540078035, 
0.02924327263701773, -0.27272008603912745, 0.016004452134241343, 1701297933640087611, 
0.014443899354620676, -0.28440103857741916, 0.009563425527965656, 1701297933731061406, 
0.016742587741506942, -0.041668949651702626, 0.004028650648876356, 1701297933830473211, 
0.0224562535552775, 0.026707847335522745, 0.0035761827100936746, 1701297933931058353, 
0.022842493450218326, 0.020333019029037946, 0.004136088983133518, 1701297934040100799, 
0.24767197246067732, 0.7507190630179994, 0.019531381297744878, 1701297934131076687, 
0.25827750597648, 0.7847833750875389, 0.03525279812582505, 1701297934230150232, 
0.2795858001261943, 0.10637942555172318, 0.0523690185708901, 1701297934331217464, 
0.3175788575552995, 0.19767117192939831, 0.057029477577198256, 1701297934440320610, 
0.34880401796491156, 0.2307273927957243, 0.06306457837642702, 1701297934531079000, 
0.2468653537365847, -0.2357116793957161, 0.06088321528378638, 1701297934631125888, 
0.250128348989066, -0.32891889658615187, 0.05638651471270415, 1701297934742698178, 
0.20416032838355974, -0.14235008451008316, 0.04674360207394736, 1701297934841103532, 
0.16772640117397009, -0.27467315938365305, 0.04146767190310639, 1701297934931088711, 
0.14669702164816512, -0.19154435578464876, 0.03457225008037967, 1701297935031146239, 
0.11280178864697693, -0.18308204175664386, 0.028481680764607473, 1701297935140132109, 
0.2145602217843462, 0.22621066712060356, 0.03160393547196588, 1701297935241099176, 
0.23163433853018622, 0.3961084996106976, 0.037266423264100616, 1701297935331089367, 
0.2514195888311211, 0.12286455682258297, 0.04650760994304357, 1701297935431138685, 
0.2617282673018733, 0.10031309590562365, 0.049652146310878706, 1701297935541103881, 
0.2781263797591755, 0.08902263642684798, 0.05275161572614465, 1701297935641147888, 
0.29341069160934347, 0.10560808102490049, 0.05555102257802615, 1701297935731201515, 
0.31678663641843446, 0.12886752219752995, 0.05922158051913023, 1701297935833241240, 
0.14305246128802185, -0.501194101071072, 0.05021665262105332, 1701297935942103079, 
0.11587686861944069, -0.6696992259966459, 0.03838106442172647, 1701297936039108243, 
0.09152340894360511, -0.17176350781472247, 0.02336351592340451, 1701297936131113331, 
0.06670787247104382, -0.16389665382798957, 0.018273876668939308, 1701297936231127062, 
0.13193569139648387, 0.1347076081762625, 0.01934446485407552, 1701297936341117854, 
0.109159068624686, 0.14150398717880727, 0.020520175499480913, 1701297936439199203, 
0.08685624915783163, -0.1502648074621741, 0.021863400611933433, 1701297936531130137, 
0.11941977490098526, 0.0342023542543309, 0.021029006178900193, 1701297936631152665, 
0.16647589443261807, 0.26539881758262146, 0.024850127899428996, 1701297936741150076, 
0.1775189360244776, 0.19366387041164113, 0.030894307023872063, 1701297936838142739, 
0.1826736033270086, 0.0539923629813018, 0.035111228918940286, 1701297936931121618, 
0.0033766770610157426, -0.5804741965448729, 0.02423794776083346, 1701297937031157436, 
-0.012826843194898352, -0.6516681550730231, 0.0115482291462084, 1701297937141103573, 
-0.013677058682646848, -0.056845785812208637, -0.0015418149877686304, 1701297937242281334, 
-0.030967033533979116, -0.06046730113026921, -0.003831395694101621, 1701297937331708324, 
-0.06330942663770256, -0.16544122651685236, -0.007196901256955234, 1701297937431216151, 
0.012953820346555567, 0.14640284626844893, -0.0054215093216750734, 1701297937541518646, 
-8.574900993374435e-05, 0.21074559209256272, -0.003362757020072049, 1701297937641801433, 
0.04287801495739996, 0.0997473153694813, 0.003716405752934785, 1701297937731662669, 
0.09284945726602095, 0.30978402091984897, 0.00904278154756581, 1701297937831184774, 
0.12068533654522101, 0.2593577386260702, 0.017094187251242794, 1701297937941652056, 
0.13378096983570764, 0.13643837523228897, 0.023154384243129975, 1701297938041401924, 
0.2095667174916992, 0.29627126982159396, 0.030935534924841857, 1701297938131274439, 
