imu_ax, imu_ay, kf_ax, kf_ay, kf_v, kf_w, kf_x, kf_y, stamp, 
-0.015418767929077148, -0.012710213661193848, -0.010868182295883858, -0.0, -0.0002661161189001925, 0.0, 5.322322378003848e-05, 0.0, 1700084149584335794, 
0.009312808513641357, 0.009441137313842773, -0.00026487369442028397, 3.194117471789472e-10, -0.00024209208055183794, -1.3193812306906634e-06, 4.135184161117536e-05, 1.867599002452974e-12, 1700084149630253633, 
-0.01987004280090332, 0.0009719133377075195, -0.009661253183574454, 4.1445236090481556e-10, -0.0005190941841986616, -7.984145720002927e-07, 9.042008769930968e-05, 3.2198733594324253e-12, 1700084149678360628, 
0.11101341247558594, 0.19233399629592896, 0.04675542122271582, -7.088577013180631e-08, 0.0015026558928086032, -4.717365464112628e-05, -0.00018608428515873396, 2.3245434049181753e-10, 1700084149726651394, 
0.21143025159835815, 0.28522008657455444, 0.12304337768710906, 0.00039804781972732585, 0.007061176529454059, 0.056371316885643875, -0.0006749187599834396, 4.1062797522867823e-07, 1700084149839362220, 
0.3692023754119873, -0.6719562411308289, 0.23607871342981662, 0.0008434994490225305, 0.0017247429527095827, 0.48905806381025485, -0.003088087054586899, 1.869093956250239e-05, 1700084149934551101, 
-0.259426474571228, 0.15517139434814453, 0.008056938021119397, 0.03541118881250153, 0.04518803598367089, 0.7836408031828974, 0.0014453857725623101, 0.00014208697486253752, 1700084150030427635, 
0.2526165246963501, 0.16380053758621216, 0.12244580784542082, 0.07231079388858558, 0.082049099522295, 0.881311243019026, 0.008859074426269627, 0.0011221207209293808, 1700084150127621518, 
0.40498489141464233, 0.0224456787109375, 0.25166518942268573, 0.061967466778953234, 0.06598986502328298, 0.9390452118228982, 0.013030077856633982, 0.0025479864661277617, 1700084150239805952, 
0.20498126745224, 0.10061877965927124, 0.22980684890401498, 0.08239958220745629, 0.08381370984467959, 0.9831277288662689, 0.018709791516376226, 0.004576807558846314, 1700084150335774124, 
-0.3890334367752075, -0.027169644832611084, -0.058373410904920875, 0.04882100925426925, 0.05015578046305167, 0.9733874900069454, 0.02387080284799332, 0.006959413560756571, 1700084150430685291, 
0.5363931059837341, 0.3487306237220764, 0.22099227403014027, 0.15000853230474404, 0.15086054941206373, 0.9943522868593534, 0.033892403146841936, 0.012460004119311613, 1700084150526554831, 
0.10658919811248779, -0.5948300957679749, 0.1568209519554627, -0.0769723781826627, -0.07610110158577546, 1.0114489354126524, 0.030597460094485766, 0.011798493532639422, 1700084150639844956, 
-0.8696036338806152, -0.922512412071228, -0.3264552133915822, -0.3119654784864652, -0.2712652100383459, 1.150038659370901, 0.01441835556042815, -0.0016309974561898692, 1700084150735453995, 
0.021271884441375732, 0.12057822942733765, -0.15292638429494973, -0.0261070884656559, -0.02018417085330282, 1.2934436918613326, 0.010412653461275314, -0.008584033464577898, 1700084150830666249, 
0.5157809853553772, 0.26488035917282104, 0.16213286581305478, 0.11487192930324629, 0.09969016434300657, 1.1522894967652317, 0.013531284890338604, -0.004525632813830024, 1700084150927920262, 
0.1526472568511963, -0.015549182891845703, 0.15588697674297072, 0.0854501492993727, 0.07639785700562787, 1.1184888247988158, 0.016773265329331113, 0.0021625021366191827, 1700084151039792335, 
-0.9302016496658325, 0.11347055435180664, -0.34465853799379953, 0.12859861408756965, 0.10550507100890677, 1.2188856218741686, 0.02108304421436315, 0.011928972638994924, 1700084151134399043, 
0.16122102737426758, 0.06397366523742676, -0.11022153377252253, 0.1005499191705563, 0.09305414324736203, 1.0805528444151977, 0.023777927280065777, 0.022745048063184874, 1700084151327773509, 
-0.3109312057495117, -0.3675973415374756, -0.20806742525784097, -0.02850005421280997, -0.0275293609945592, 1.0352602887674223, 0.02384210955490369, 0.025720007258744938, 1700084151439377643, 
0.242808997631073, 0.8496809005737305, 0.015530852636031905, 0.28888283342632043, 0.28300823057853336, 1.0207577102467233, 0.02572532943366146, 0.04359344791160538, 1700084151535364507, 
-0.11474311351776123, -0.5605067610740662, -0.05717401922510573, 0.012909364879261196, 0.013911330653850862, 0.927974842987985, 0.024100494580000402, 0.05400031500816723, 1700084151631323823, 
0.2909198999404907, -0.02394413948059082, 0.10580840619034776, 0.055956215304623726, 0.05807566367396252, 0.963505395629443, 0.023514512206326124, 0.05789962222690616, 1700084151727844101, 
0.44898927211761475, 0.1694309115409851, 0.26757463800545034, 0.14161364968896628, 0.14246853205280025, 0.9939995004404402, 0.02109642332210732, 0.06788509452137798, 1700084151839387559, 
-0.2965887188911438, 0.16570180654525757, 0.007333718982745263, 0.17037649733511162, 0.1720814101898746, 0.9900924053743994, 0.01587486891115664, 0.08271080936011638, 1700084151934575368, 
