e, e_dot, e_int, stamp, 
1.8007744210436238, 1.2082626928607472e-06, 0.16197806902548975, 1697667220445831990, 
1.8000326918447558, -0.0024724306628935246, 0.1985203901641919, 1697667220515085898, 
1.7979738890047985, -0.009335106796084514, 0.21595030968580115, 1697667220565831473, 
1.7956380589217884, -0.014648776409891262, 0.16326241762308097, 1697667220605894115, 
1.7917842891192088, -0.020631999618632157, 0.16151025911278144, 1697667220655802713, 
1.7869106669805919, -0.029091306470655127, 0.17707491433973788, 1697667220704738891, 
1.7810426400645256, -0.035805496848944074, 0.1767259756569188, 1697667220754721348, 
1.774216973778763, -0.042312310672762976, 0.1783042819204885, 1697667220804869141, 
1.7679776690805058, -0.04354990328006606, 0.16166124399446882, 1697667220845828264, 
1.7468179511136668, -0.07957335079873327, 0.2837763820063102, 1697667220965830971, 
1.731138451040009, -0.11750982622937634, 0.36544646476079595, 1697667221054816669, 
1.7128898323041961, -0.11961968881603298, 0.32683714307064704, 1697667221154723376, 
1.6923856932022598, -0.1251994009829687, 0.35300505169323093, 1697667221260994590, 
1.6728056215129876, -0.12973781920385888, 0.3487476734625608, 1697667221360754550, 
1.6523757325281077, -0.13493216318312815, 0.3307136310111374, 1697667221458728050, 
1.632715418575582, -0.14145533883970024, 0.3124472561684447, 1697667221549814914, 
1.6104899057263735, -0.14460191535037628, 0.31503949058570496, 1697667221651783473, 
1.583311760074236, -0.1514493288403379, 0.34902685275683354, 1697667221766758217, 
1.5612879003530138, -0.1612186556915669, 0.3234125967661485, 1697667221855825432, 
1.5361318983631858, -0.16634778022651134, 0.2948602209209597, 1697667221955741638, 
1.5135270829426446, -0.16693937613431445, 0.29307395709119965, 1697667222046506846, 
1.4814446880923582, -0.17263007012542594, 0.31732864707293934, 1697667222165841872, 
1.4569025408989758, -0.18034826551240565, 0.31088423816811817, 1697667222256003487, 
1.4292601524719577, -0.18391707969507753, 0.2752226244566012, 1697667222354885392, 
1.3979756449826415, -0.1872614556552028, 0.2995006282298293, 1697667222465731048, 
1.3695951859783906, -0.18803954092314282, 0.2959144663274259, 1697667222566412471, 
1.3436552875609094, -0.1902068553004869, 0.2610911944669608, 1697667222656251725, 
1.314578162779099, -0.19428722169561166, 0.25334914708796863, 1697667222755111522, 
1.2875360078238933, -0.19657694582712262, 0.2503461904984751, 1697667222846591931, 
1.2529748112113488, -0.19476384736165073, 0.27139772075218316, 1697667222966311099, 
1.2261587812604982, -0.19564292740591838, 0.2632054097946304, 1697667223056224395, 
1.1966638508578857, -0.19776816300157493, 0.23264777045938279, 1697667223156186445, 
1.1697298082347214, -0.19816611242032964, 0.2274217170187658, 1697667223246135374, 
1.1341505870038413, -0.1986569250791784, 0.2449595193432112, 1697667223366119103, 
1.1072918628523403, -0.1972511462798038, 0.2398764633248691, 1697667223457097863, 
1.0771569962568512, -0.20016489261318457, 0.20983793126544503, 1697667223555811714, 
1.0494168600747338, -0.20411951284824517, 0.20378528970578094, 1697667223646145870, 
1.0127275685735493, -0.20442820118416838, 0.2199133880233875, 1697667223765966801, 
0.9856420707628814, -0.20263688400144964, 0.21293291904532746, 1697667223855740196, 
0.9558615217430865, -0.19983295768498333, 0.18688353177935557, 1697667223955745652, 
0.927888660081783, -0.20293207098509702, 0.1816787583673861, 1697667224045688529, 
0.8913457518582175, -0.2045534553263263, 0.1948900403515454, 1697667224166430304, 
0.8640820390266523, -0.20150316138065705, 0.18878205453569608, 1697667224256750539, 
0.8331734931847258, -0.20434667602194886, 0.1636391903583699, 1697667224356076185, 
0.7990321766598218, -0.20761541127246488, 0.1738011310438396, 1697667224465622053, 
0.768801958760598, -0.2045111447542718, 0.16782135502965592, 1697667224565764842, 
0.7415607959988698, -0.2002420771204115, 0.14725820830614, 1697667224656916586, 
0.710769908625807, -0.20328030800647978, 0.14079191565350696, 1697667224755927165, 
0.6832918979004308, -0.20434055414793426, 0.1352465419606514, 1697667224846903162, 
0.646650443996226, -0.20422427313446534, 0.14212326806191067, 1697667224964859024, 
0.6186323274619032, -0.20513075146753668, 0.13633027951971813, 1697667225056795472, 
0.5885850001925503, -0.2037760254018973, 0.11737878674212528, 1697667225154805883, 
0.5605172583396649, -0.20472861745233217, 0.1115169930736762, 1697667225246049550, 
0.5243681562768528, -0.20467919849644578, 0.11670465327105445, 1697667225364020194, 
0.4967156939685928, -0.2025035596212407, 0.11061349693106, 1697667225455862561, 
0.4666665869818213, -0.20264125723636828, 0.09411210922345345, 1697667225553794178, 
0.4381457152444259, -0.20573766606710045, 0.08868082715844683, 1697667225645685727, 
0.4017983132800198, -0.20595951092509832, 0.09150336081856919, 1697667225763887437, 
