x, y, theta, stamp, 
6.258376121520996, 5.0273966789245605, -0.20960649203273612, 1697667220355882867, 
6.258376121520996, 5.027396202087402, -0.20960338279248614, 1697667220404829084, 
6.258376121520996, 5.027396202087402, -0.20960338279248614, 1697667220445831990, 
6.259720802307129, 5.027223110198975, -0.20665721889945843, 1697667220515085898, 
6.263688564300537, 5.026547431945801, -0.2007881325665671, 1697667220565831473, 
6.268515586853027, 5.025516033172607, -0.19485390061501703, 1697667220605894115, 
6.275869846343994, 5.024356365203857, -0.1840460473668543, 1697667220655802713, 
6.28514289855957, 5.022954940795898, -0.1710840752667697, 1697667220704738891, 
6.296218395233154, 5.0214033126831055, -0.1552744312225451, 1697667220754721348, 
6.30910587310791, 5.019677639007568, -0.13679522132330113, 1697667220804869141, 
6.320982933044434, 5.018100261688232, -0.1188111372047162, 1697667220845828264, 
6.359971046447754, 5.01431131362915, -0.06396031506790001, 1697667220965830971, 
6.387622356414795, 5.012941360473633, -0.022034852616630428, 1697667221054816669, 
6.418334007263184, 5.012892723083496, 0.02645532574978527, 1697667221154723376, 
6.451286792755127, 5.014462471008301, 0.07553624867476495, 1697667221260994590, 
6.481759548187256, 5.017095565795898, 0.11893600451096341, 1697667221360754550, 
6.511775493621826, 5.02145528793335, 0.1633929554855518, 1697667221458728050, 
6.539592742919922, 5.026689529418945, 0.20977082860580343, 1697667221549814914, 
6.569899559020996, 5.033690452575684, 0.26993258674035797, 1697667221651783473, 
6.603877067565918, 5.044602394104004, 0.3457774812581475, 1697667221766758217, 
6.629925727844238, 5.054619789123535, 0.3934205928780154, 1697667221855825432, 
6.658170700073242, 5.06720495223999, 0.4431351184172261, 1697667221955741638, 
6.682797908782959, 5.07914924621582, 0.49347115294820004, 1697667222046506846, 
6.714887619018555, 5.09798526763916, 0.5608536885084071, 1697667222165841872, 
6.738446235656738, 5.113112449645996, 0.6028022336898518, 1697667222256003487, 
6.763593673706055, 5.131050109863281, 0.6454442976148159, 1697667222354885392, 
6.7905426025390625, 5.152309417724609, 0.6891644667572836, 1697667222465731048, 
6.814058780670166, 5.172203063964844, 0.7259715779948187, 1697667222566412471, 
6.834720611572266, 5.19089937210083, 0.7562079331486778, 1697667222656251725, 
6.856713771820068, 5.212523937225342, 0.783156448424734, 1697667222755111522, 
6.876739501953125, 5.232919692993164, 0.8072930912809722, 1697667222846591931, 
6.901334762573242, 5.25955867767334, 0.8335624829765733, 1697667222966311099, 
6.919868469238281, 5.280552387237549, 0.8570441883777827, 1697667223056224395, 
6.939535617828369, 5.304033279418945, 0.8786188697114106, 1697667223156186445, 
6.957013130187988, 5.325743198394775, 0.8956909216500056, 1697667223246135374, 
6.979509353637695, 5.3547515869140625, 0.9148096226111033, 1697667223366119103, 
6.996239185333252, 5.376810073852539, 0.931442165993634, 1697667223457097863, 
7.014581680297852, 5.401791095733643, 0.9540909947627496, 1697667223555811714, 
7.030646800994873, 5.425169944763184, 0.9718775907743232, 1697667223646145870, 
7.051255226135254, 5.456404685974121, 0.9954499962998661, 1697667223765966801, 
7.066025257110596, 5.479676723480225, 1.010007122747906, 1697667223855740196, 
7.081721782684326, 5.505509376525879, 1.0232042696567334, 1697667223955745652, 
7.096058368682861, 5.529958248138428, 1.0395597609898113, 1697667224045688529, 
7.114464282989502, 5.562056541442871, 1.0614923477297824, 1697667224166430304, 
7.127657413482666, 5.586231231689453, 1.0740863537409162, 1697667224256750539, 
7.142083168029785, 5.613855361938477, 1.0897553252883532, 1697667224356076185, 
7.157622337341309, 5.644535541534424, 1.1064759983677315, 1697667224465622053, 
7.17099142074585, 5.671859264373779, 1.1108803548926978, 1697667224565764842, 
7.182707786560059, 5.696611404418945, 1.1139368816028437, 1697667224656916586, 
7.196534156799316, 5.724401473999023, 1.1188973246410767, 1697667224755927165, 
7.208488941192627, 5.749351978302002, 1.1245485920959015, 1697667224846903162, 
7.224405765533447, 5.782657623291016, 1.130030950997062, 1697667224964859024, 
7.23626708984375, 5.808248996734619, 1.1362136640770428, 1697667225056795472, 
7.248749256134033, 5.835791110992432, 1.1431911514324444, 1697667225154805883, 
7.260285377502441, 5.861577033996582, 1.1495210579753674, 1697667225246049550, 
7.274751663208008, 5.894937038421631, 1.158620664746846, 1697667225364020194, 
7.285661697387695, 5.920524597167969, 1.169735374504227, 1697667225455862561, 
7.29725980758667, 5.948428153991699, 1.1810317293711077, 1697667225553794178, 
7.307931900024414, 5.975030899047852, 1.1897638759040403, 1697667225645685727, 
7.321188449859619, 6.009059429168701, 1.2000222646322125, 1697667225763887437, 
7.331219673156738, 6.035494327545166, 1.2092779279084735, 1697667225856109091, 
7.341510772705078, 6.063818454742432, 1.2198539539133688, 1697667225953801648, 
7.351092338562012, 6.090554714202881, 1.2259156929366433, 1697667226045807576, 
7.3629231452941895, 6.124643802642822, 1.233114325250676, 1697667226162854485, 
7.372243881225586, 6.15166711807251, 1.242133156365947, 1697667226255788170, 
7.3821001052856445, 6.180996894836426, 1.251122569010058, 1697667226356776555, 
7.390469074249268, 6.207436561584473, 1.2572136691121027, 1697667226446142119, 
7.401262283325195, 6.241750717163086, 1.2659678303950115, 1697667226562858859, 
7.409295082092285, 6.269309043884277, 1.2699239939187432, 1697667226655803713, 
7.418196678161621, 6.2990546226501465, 1.2785384766628825, 1697667226756778386, 
7.426158428192139, 6.325740814208984, 1.2827723800678756, 1697667226846117119, 
7.435708045959473, 6.358467102050781, 1.2925362540400207, 1697667226961974757, 
7.44210147857666, 6.381297588348389, 1.3022387664553468, 1697667227055883032, 
7.446869850158691, 6.39865255355835, 1.3134160027928197, 1697667227155780942, 
7.449826717376709, 6.4094648361206055, 1.3255649168917538, 1697667227246071434, 
7.451067924499512, 6.414710998535156, 1.3482612495686825, 1697667227361999631, 
7.450827121734619, 6.414360046386719, 1.3720785722210473, 1697667227455805916, 
7.449594020843506, 6.4091386795043945, 1.4186334164416998, 1697667227555784769, 
7.448315620422363, 6.401329040527344, 1.4858310160321406, 1697667227646149856, 
7.447869300842285, 6.386873722076416, 1.6419396106348945, 1697667227767921596, 
7.448119163513184, 6.379483222961426, 1.8098555674777466, 1697667227855807635, 
7.448076248168945, 6.380498886108398, 2.0012707281279907, 1697667227955790411, 
7.444184303283691, 6.387611389160156, 2.1717563572646985, 1697667228046066905, 
7.437629222869873, 6.395367622375488, 2.4001780092546503, 1697667228165792321, 
