imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
6.101031867616333e-05, -9.990203563090421e-07, 2.0922399764946954e-06, 62841000000, 
6.100238555885359e-05, -9.990958532193036e-07, 2.092941006419233e-06, 62875000000, 
6.099887662045514e-05, -9.991207370375905e-07, 2.0937473825278787e-06, 62909000000, 
6.0988901418259846e-05, -9.991072029706305e-07, 2.094452585513799e-06, 62943000000, 
6.098714004723191e-05, -9.99098904636599e-07, 2.0952863845437505e-06, 62977000000, 
6.099564136310072e-05, -9.990661151107334e-07, 2.0962399480028537e-06, 63011000000, 
6.1014407611922516e-05, -9.990022962523948e-07, 2.0972774882171453e-06, 63045000000, 
6.10272706586056e-05, -9.991266070133278e-07, 2.098279987576314e-06, 63079000000, 
6.100091846992134e-05, -9.991493814771908e-07, 2.1005182849930126e-06, 63181000000, 
6.0990334992563234e-05, -9.991315305343526e-07, 2.1020781355510845e-06, 63249000000, 
6.101704132273328e-05, -9.990345007540883e-07, 2.1040600375440045e-06, 63317000000, 
6.10408128824579e-05, -9.990776538003411e-07, 2.106051084131922e-06, 63385000000, 
6.103220453481364e-05, -9.991533049620784e-07, 2.1067460825111058e-06, 63419000000, 
6.101495117802607e-05, -9.99156742759131e-07, 2.1090722026285345e-06, 63521000000, 
6.105309924319984e-05, -9.991847212817446e-07, 2.112046969180257e-06, 63623000000, 
6.104297573512852e-05, -9.991835934681642e-07, 2.1135891310170644e-06, 63691000000, 
6.102469639794747e-05, -9.991867734059203e-07, 2.115909237665378e-06, 63793000000, 
6.107362212875861e-05, -9.99212141899584e-07, 2.1189831089118522e-06, 63895000000, 
6.106299613804985e-05, -9.992098251106702e-07, 2.120563002286135e-06, 63963000000, 
6.104676596018788e-05, -9.992218413970825e-07, 2.12204563459214e-06, 64031000000, 
6.106819820973605e-05, -9.99117726595439e-07, 2.1248328474675895e-06, 64133000000, 
6.109150089078847e-05, -9.992397259751978e-07, 2.125916891650845e-06, 64167000000, 
6.108983945502574e-05, -9.991616959880993e-07, 2.126799537873812e-06, 64201000000, 
6.106325013965359e-05, -9.992499986705022e-07, 2.128965481474216e-06, 64303000000, 
6.106658125869484e-05, -9.992096972877011e-07, 2.1307196657347925e-06, 64371000000, 
6.110661712016695e-05, -9.9926831902841e-07, 2.1328224737029656e-06, 64439000000, 
6.108904696099871e-05, -9.992919304308478e-07, 2.1351741019751385e-06, 64541000000, 
6.107322084741916e-05, -9.992710787093096e-07, 2.1366698710295707e-06, 64609000000, 
6.109643377897479e-05, -9.991752928265257e-07, 2.1386234245120657e-06, 64677000000, 
6.112584916813974e-05, -9.992555051348095e-07, 2.140667941026431e-06, 64745000000, 
6.111840528449059e-05, -9.993157415327718e-07, 2.1422298501653778e-06, 64813000000, 
6.10705411947799e-05, -9.993333367336783e-07, 2.1442574233545487e-06, 64915000000, 
6.107511009880298e-05, -9.993233681029217e-07, 2.146007294806816e-06, 64983000000, 
6.111279116439804e-05, -9.992477291190354e-07, 2.1480663819737297e-06, 65051000000, 
6.114598133009842e-05, -9.992865291343848e-07, 2.149290516477755e-06, 65085000000, 
6.117033372604299e-05, -9.99336037171581e-07, 2.1511623454555004e-06, 65153000000, 
6.114145908168608e-05, -9.99324470294138e-07, 2.1525903593137345e-06, 65221000000, 
6.112875298575872e-05, -9.99361710911109e-07, 2.1533002164541004e-06, 65255000000, 
6.109003321350414e-05, -9.992944300711567e-07, 2.155452060908032e-06, 65357000000, 
6.111775554663654e-05, -9.993774336934247e-07, 2.157418183078134e-06, 65425000000, 
6.114245186939077e-05, -9.993651310006407e-07, 2.158481783706179e-06, 65459000000, 
6.118313541739126e-05, -9.9937379636602e-07, 2.160626617423085e-06, 65527000000, 
6.116838231735659e-05, -9.993740544397027e-07, 2.162121078332647e-06, 65595000000, 
6.114210869245371e-05, -9.99390066449723e-07, 2.16349097441235e-06, 65663000000, 
6.115759779371797e-05, -9.99287655418555e-07, 2.166246342956772e-06, 65765000000, 
6.118443299520365e-05, -9.993687162752367e-07, 2.1682723058725687e-06, 65833000000, 
6.118592688523076e-05, -9.994213448922777e-07, 2.169070738515173e-06, 65867000000, 
6.116123358397419e-05, -9.99408882621405e-07, 2.1713176376143884e-06, 65969000000, 
6.118108415819484e-05, -9.993146775453813e-07, 2.173234606382713e-06, 66037000000, 
6.12071666513199e-05, -9.993962516982287e-07, 2.1752478040985973e-06, 66105000000, 
6.118239502251856e-05, -9.994458870680068e-07, 2.17740802339035e-06, 66207000000, 
6.11958116761423e-05, -9.993447787738465e-07, 2.1801361805875195e-06, 66309000000, 
6.12212770326238e-05, -9.994263699971475e-07, 2.182146693104041e-06, 66377000000, 
6.120997101999284e-05, -9.993714343720392e-07, 2.183631852590165e-06, 66445000000, 
