imu_ax, imu_ay, kf_ax, kf_ay, kf_v, kf_w, kf_x, kf_y, stamp, 
-0.006337583065032959, -0.003173232078552246, -0.0044671538207791866, -0.0, -0.00010938182714934347, 0.0, 2.1876365429868686e-05, 0.0, 1700085645301444945, 
-0.003063678741455078, 0.005637109279632568, -0.003720639955963697, -2.1272632464989732e-10, -0.00023544142789648633, 9.035212135369147e-07, 4.0215841067133874e-05, -5.25685112791808e-13, 1700085645352451593, 
0.020389556884765625, 0.003438711166381836, 0.007853097778086196, -2.400860056293869e-10, 0.00015330309707729253, -1.5660871189597694e-06, -1.8267804301145684e-05, 3.420242326108572e-12, 1700085645461321771, 
0.01594918966293335, 0.010586738586425781, 0.01161841195238777, 1.3105661210328113e-09, 0.0006504390665860763, 2.0148945356426813e-06, -7.684228192252145e-05, 2.3745996059727277e-12, 1700085645552438133, 
0.6240395903587341, -0.09868353605270386, 0.2957243664408224, -4.2821106735429043e-07, 0.014893307611112593, -2.8751911834197405e-05, -0.0012299707994219546, -9.92766750460728e-11, 1700085645651367577, 
0.533913791179657, -0.7477416396141052, 0.40717482650468995, -0.02321941258006678, 0.07924719767982738, -0.29299979380819613, 0.003293700381321995, -2.8733152025938185e-05, 1700085645792038554, 
0.6372562646865845, -0.45256203413009644, 0.5161586603740379, -0.11859257459866011, 0.18842841314550396, -0.6293773461175582, 0.018173132631101086, -0.0006092432043387664, 1700085645911550659, 
0.254749059677124, -0.5554721355438232, 0.3979759828469617, -0.28436867890900225, 0.3014399046053434, -0.9433677312275843, 0.04468872559695787, -0.0034272886803596633, 1700085646002339855, 
-0.3235488533973694, -0.6218879818916321, 0.06565204454918327, -0.4476781242933841, 0.3553507909320836, -1.2598202556947355, 0.0773227117571528, -0.010586080254815269, 1700085646101445458, 
-0.40344536304473877, -0.6313992142677307, -0.1504652437427315, -0.5152414546017607, 0.366988415340317, -1.4039719867559448, 0.11173398667081803, -0.02280253021079823, 1700085646191856082, 
